bid_no,project_no,source_file,source_sheet,source_row,facility,scope_multiplier_scenario_low,scope_multiplier_scenario_high,scope_multiplier_basis,element_context,heading_context,row_type,item_code,description,trade_group,unit_raw,unit_normalized,quantity_base,quantity_formula,quantity_scaled_low,quantity_scaled_high,rate_ugx,rate_formula,amount_ugx,amount_formula,is_priced,qc_flag
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,3,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],,heading,,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,4,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,heading,,Excavations and Earthworks for site preparation.,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,5,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,item,A,Excavate top vegetable soil average 150mm deep and cart to spoil,창호·철물,SM,m²,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,6,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,item,B,Excavate to reduce levels not exceeding 1.50 metres deep.,창호·철물,CM,m³,0.0,=D5*0.5,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,7,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,item,C,Anti-termite treatment to : sides and bottoms of foundations,창호·철물,SM,m²,136.0,,136.0,136.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,8,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,item,D,Ditto : stripped surfaces of ground,창호·철물,SM,m²,107.0,,107.0,107.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,9,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for site preparation.,item,E,Ditto : blinded surfaces of hardcore,창호·철물,SM,m²,205.0,,205.0,205.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,10,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for foundations.,heading,,Excavations and Earthworks for foundations.,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,11,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for foundations.,item,F,Excavate foundation trenches; not exceeding 1.50m deep commencing from stripped level:,창호·철물,CM,m³,64.0,,64.0,64.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,12,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for foundations.,item,G,Excavate pit for column bases starting from stripped level not exceeding 1.50m deep.,창호·철물,CM,m³,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,13,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Excavations and Earthworks for foundations.,item,H,Extra over excavations : breaking up rock met with in excavations,창호·철물,CM,m³,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,14,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Disposal of excavated materials,heading,,Disposal of excavated materials,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,15,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Disposal of excavated materials,item,I,"Return, fill and ram: selected excavated materials around foundations,walling and columns; placed in 200mm layers compacted to 95% MDD.",창호·철물,CM,m³,26.0,,26.0,26.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,16,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Disposal of excavated materials,item,J,"Surplus excavated material: Load up, cart, deposit, spread and level on site where directed.",창호·철물,CM,m³,38.0,,38.0,38.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,17,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Fillings,heading,,Fillings,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,18,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Fillings,item,K,150mm Gravel soil filling : well watered and compacted to MDD 95% : to make up levels under floor bed,창호·철물,SM,m²,61.5,=D9*0.3,61.5,61.5,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,19,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Fillings,item,L,150mm Hardcore bed: in broken stone blinded with and including 50mm layer of approved course sand blinding ; under floor bed,창호·철물,SM,m²,205.0,=D9,205.0,205.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,20,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Fillings,item,M,Ditto : under splash aprons and ramps,창호·철물,SM,m²,46.32,=2*(16.2+3.595+3.405+3.6+0.6*2+10.6)*0.6,46.32,46.32,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,21,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],In - Situ Mass Concrete class 20/20mm aggregate in;-,heading,,In - Situ Mass Concrete class 20/20mm aggregate in;-,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,22,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],In - Situ Mass Concrete class 20/20mm aggregate in;-,item,N,Foundation in trenches,창호·철물,CM,m³,9.6,,9.6,9.6,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,23,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,heading,,Reinforced in-situ concrete class 25/20mm aggregate in;-,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,24,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,O,Column bases,창호·철물,CM,m³,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,25,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,P,Ramp : size 3000 x 2000 x 250mm thick (average),창호·철물,CM,m³,3.0,=3*2*0.25*2,3.0,3.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,26,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,Q,100mm Floor bed,창호·철물,SM,m²,205.0,,205.0,205.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,27,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,R,Column stubs,창호·철물,CM,m³,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,28,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,S,Ground beams,창호·철물,CM,m³,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,29,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,total,,Total carried to collection,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,31,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Reinforced in-situ concrete class 25/20mm aggregate in;-,item,A,"100 mm Thick splash apron laid onto and including 100 mm bed of hardcore(MS) 100mm thick well stabilised and compacted murram base,25mm thick Cement-Sand(1:4) screed finished smooth with steel float including all the necessary excavations,part return fill and ram,part removal of exacavated material from site and all the necessary formwork.",창호·철물,SM,m²,38.0,,38.0,38.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,32,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],STEEL FABRIC REINFORCEMENT TO BS 4483 as described,heading,,STEEL FABRIC REINFORCEMENT TO BS 4483 as described,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,33,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],STEEL FABRIC REINFORCEMENT TO BS 4483 as described,item,B,No. A98 Fabric Mesh reinforcement weighing 1.58 kg. per square meter fixed in slab,창호·철물,SM,m²,205.0,=D9,205.0,205.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,34,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],"STEEL REINFORCEMENT as described including cutting to length, bending, hoisting and fixing and including all necessary tying wire and spacing blocks",heading,,"STEEL REINFORCEMENT as described including cutting to length, bending, hoisting and fixing and including all necessary tying wire and spacing blocks",창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,35,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],"STEEL REINFORCEMENT as described including cutting to length, bending, hoisting and fixing and including all necessary tying wire and spacing blocks",item,C,"12mm Diameter bars(T12); Columns, ground beams & column bases",창호·철물,KG,kg,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,36,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Mild steel bar reinforcement to BS 4461,heading,,Mild steel bar reinforcement to BS 4461,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,37,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Mild steel bar reinforcement to BS 4461,item,D,8mm Diameter bars,창호·철물,KG,kg,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,38,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Sawn formwork : to,heading,,Sawn formwork : to,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,39,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Sawn formwork : to,item,E,Vertical sides : foundation bases,창호·철물,SM,m²,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,40,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Sawn formwork : to,item,F,Ditto: Column Stubs,창호·철물,SM,m²,0.0,,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,41,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Sawn formwork : to,item,G,Sides of Ground beam,창호·철물,SM,m²,0.0,=I29*0.3*2,0.0,0.0,,,,,False,zero_quantity_check_formula_or_design;formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,42,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Sawn formwork : to,item,H,Edges of slab bed : 75 - 150mm width,창호·철물,LM,m,64.0,,64.0,64.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,43,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Foundation Walls,heading,,Foundation Walls,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,44,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Brickwork in burnt clay bricks in cement and sand mortar (1:3) mix; with and including 25 x 3mm hoop iron strips laid horizontally every alternate course.,heading,,Brickwork in burnt clay bricks in cement and sand mortar (1:3) mix; with and including 25 x 3mm hoop iron strips laid horizontally every alternate course.,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,45,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Brickwork in burnt clay bricks in cement and sand mortar (1:3) mix; with and including 25 x 3mm hoop iron strips laid horizontally every alternate course.,item,I,200mm Wall,창호·철물,SM,m²,60.0,,60.0,60.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,46,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],DAMP PROOF COURSES,heading,,DAMP PROOF COURSES,지붕,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,47,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],DAMP PROOF COURSES,item,J,1000 Gauge polythene sheeting laid on blinded hardcore,지붕,SM,m²,205.0,=D19,205.0,205.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,48,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Horizontal Damp proof course : hessian based bituminen felt lapped 150mm on ends laid on cement and sand (1:4) mortar bed,heading,,Horizontal Damp proof course : hessian based bituminen felt lapped 150mm on ends laid on cement and sand (1:4) mortar bed,지붕,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,49,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Horizontal Damp proof course : hessian based bituminen felt lapped 150mm on ends laid on cement and sand (1:4) mortar bed,item,K,230mm Wide : laid under walls,지붕,LM,m,89.0,,89.0,89.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,50,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,heading,,Plinth finishes,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,51,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,item,L,15mm Cement and sand (1:4) render : steel trowelled smooth,창호·철물,SM,m²,45.0,,45.0,45.0,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,52,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,item,M,Prepare and apply three coats bituminous or other approved water resistant paint to : rendered plinth walls,창호·철물,SM,m²,45.0,=D51,45.0,45.0,,,,,False,formula_quantity;unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,53,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,total,,Total Carried to Collection,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,55,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,total,,COLLECTION,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,56,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,total,,Total brought forward from Page 1,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,57,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,total,,Total brought forward from Page 2,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,58,관리동,1,1,General Summary 수량 1,ELEMENT NO 1: SUBSTRUCTURE [ALL PROVISIONAL],Plinth finishes,total,,TOTAL CARRIED TO SUMMARY,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,60,관리동,1,1,General Summary 수량 1,ELEMENT NO 2: BUILDING FRAME :,,heading,,ELEMENT NO 2: BUILDING FRAME :,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,61,관리동,1,1,General Summary 수량 1,ELEMENT NO 2: BUILDING FRAME :,Reinforced in-situ concrete class 25/20mm aggregate in;-,heading,,Reinforced in-situ concrete class 25/20mm aggregate in;-,창호·철물,,,,,,,,,,,False,unpriced_source
L2023-00009-1,2019-00005,data/unpacked/L2023-00009-1/2. 입찰서류(영문)/Part 2(░·╛≈┴÷╜├╝¡)/Section 4. Bill of Quantities_unpriced.xlsx,ADMIN BLOCK,62,관리동,1,1,General Summary 수량 1,ELEMENT NO 2: BUILDING FRAME :,Reinforced in-situ concrete class 25/20mm aggregate in;-,item,A,Ring beam,창호·철물,CM,m³,4.02,,4.02,4.02,,,,,False,unpriced_source
